	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	NA	NA	NA	NA	NA	NA
MSTRG.8833	241.554870636781	1.66957737783048	0.223869124889183	57.4351317831076	2.07501716532288e-12	1.32785571995782e-11	chr14	105416883	105419739	-	NA	AL928654.1
MSTRG.14570	1093.99072237533	-0.514877374795924	0.127567899094044	57.4237385270571	2.08667136270467e-12	1.33495678470014e-11	chr19	45178783	45216933	+	NA	BLOC1S3
MSTRG.17426	4074.96418381371	-0.346172815732621	0.0896433393628021	57.3828425749037	2.12904540732128e-12	1.36170195843257e-11	chr20	62938146	62948475	+	NA	GID8
ENSG00000172005.11	6.17008496142468	6.97536401426925	1.46127768525193	57.3437962256018	2.1703052676166e-12	1.38772042559004e-11	chr2	95025676	95053992	+	NA	MAL
MSTRG.1191	19974.4112059794	0.0931718942985208	0.205831168151127	57.3154508778518	2.2007572330446e-12	1.40681614261842e-11	chr1	42925352	42958893	-	NA	SLC2A1
MSTRG.18775	2386.2675817422	0.114724159647011	0.108415050036371	57.2882319955418	2.23040084414606e-12	1.42538507109479e-11	chr3	43690107	43734371	+	NA	ABHD5
MSTRG.25305	97.926635972549	-1.14428388654035	0.226488443574182	57.2567476641739	2.26518798612939e-12	1.44723029658096e-11	chr8	17296793	17413528	-	NA	MTMR7
MSTRG.11581	191.682098482751	-0.806765281446431	0.263082355844695	57.23838309029	2.28572891277053e-12	1.45996437837298e-11	chr17	7581963	7584086	-	NA	AC016876.2
MSTRG.13210	3769.36778271458	0.39939952192735	0.0959130233447397	57.215955746402	2.31106673526583e-12	1.47575477447135e-11	chr18	12446511	12658134	-	NA	SPIRE1
MSTRG.7894	1501.98273410425	-0.0294359991221389	0.132473158504789	57.2056088951791	2.3228507736127e-12	1.48288415422366e-11	chr14	20365666	20413501	-	NA	TEP1
ENSG00000286853.1	6.85105702189831	0.790144143674003	1.72523120247506	57.2017994744175	2.32720443465497e-12	1.48526752111535e-11	chr5	58114597	58145996	+	NA	AC008786.1
MSTRG.2711	4859.13694994376	0.385558251676649	0.112380858190813	57.18713103034	2.34404480852636e-12	1.49561675952497e-11	chr1	201829146	201884291	+	NA	NA
MSTRG.8382	6244.71459710968	0.293980365149923	0.193269511547345	57.1865135612541	2.34475637026684e-12	1.49567224407058e-11	chr14	63761898	64226433	+	NA	SYNE2
MSTRG.3695	11154.5408399857	0.473847653282719	0.122056887359819	57.1800854303011	2.3521768819475e-12	1.50000606165419e-11	chr10	72367326	72626191	-	NA	MICU1
MSTRG.7226	4523.82604698836	-0.472936277574083	0.146895780873799	57.1688125222354	2.36524682608551e-12	1.50793931036857e-11	chr12	122974579	122982913	+	NA	OGFOD2
MSTRG.3644	2104.02216512102	-0.149264994494355	0.0923835400032319	57.1646868027714	2.37004835579924e-12	1.51059829459592e-11	chr10	68341106	68407294	-	NA	RUFY2
MSTRG.16687	422.040007084419	-0.485172706446329	0.146862792268458	57.1466008821586	2.39121204178041e-12	1.52368184014034e-11	chr2	231256096	231256306	+	NA	RPS28P4
MSTRG.2405	8030.25526066419	-1.12956818911652	0.182721567769871	57.1173388164817	2.42585450461169e-12	1.54534482488512e-11	chr1	162561505	162599842	+	NA	UAP1
MSTRG.21399	6683.49081615822	-0.936209687295508	0.123118027342629	57.1018657787575	2.44437483339082e-12	1.5567287170313e-11	chr5	43602691	43707405	+	NA	NNT
MSTRG.4774	600.264152130933	-0.774994584961937	0.153772939732088	57.0990321309382	2.4477818228313e-12	1.55848400769791e-11	chr11	47239301	47248906	-	NA	ACP2
MSTRG.3063	177.553000783183	2.4954563228216	0.333543163685547	57.0915543732119	2.45679538488602e-12	1.56380707832218e-11	chr1	241995489	241999098	-	NA	MAP1LC3C
MSTRG.26876	7642.11441637076	-0.598357314177585	0.125991330991325	57.0393780440423	2.52061785541087e-12	1.60400518643818e-11	chr9	97633667	97673748	+	NA	NCBP1
MSTRG.25403	1303.032760855	-0.273498298783493	0.169863851634061	57.0249846525261	2.53851374430596e-12	1.61496413711877e-11	chr8	27284885	27311272	-	NA	TRIM35
MSTRG.25156	2391.31992703251	0.333360348534392	0.12940985510038	57.0227423967979	2.54131304090464e-12	1.61631559302795e-11	chr7	154943625	155003124	-	NA	NA
MSTRG.7175	12168.1841293531	-0.554321122096459	0.0839710482661512	57.0136707390233	2.55266988383773e-12	1.62310762183692e-11	chr12	121308244	121399896	-	NA	ANAPC5
MSTRG.11040	1358.51137188456	0.556563489999399	0.114181882905514	57.0121030885738	2.55463756501923e-12	1.62392755858642e-11	chr16	70454594	70480274	+	NA	FCSK
MSTRG.17796	1691.68888952822	-0.634072909874161	0.118549220365287	57.0011748507901	2.56839663479464e-12	1.63224060023335e-11	chr22	17084953	17115694	+	NA	IL17RA
MSTRG.10180	262.913111736851	-0.45605963237006	0.264602181884516	56.9896048130628	2.58304447657752e-12	1.6411139038505e-11	chr16	3953386	4116442	-	NA	ADCY9
MSTRG.20281	12030.4522539643	-0.732740180660668	0.125734470180766	56.9772817009396	2.59873754937541e-12	1.65064640205156e-11	chr4	39287455	39366375	-	NA	RFC1
MSTRG.26147	6928.26133409257	-0.57158166289221	0.110604914616958	56.967439579015	2.61133957659158e-12	1.65821101832569e-11	chr8	140520155	140635633	-	NA	AGO2
MSTRG.13630	335.040119394744	-0.417919456629244	0.205851434419378	56.957672257664	2.62390620685378e-12	1.66574915242101e-11	chr19	1397025	1401570	-	NA	GAMT
MSTRG.3527	749.208916611829	0.63117573485752	0.207954385759253	56.9271234684453	2.66360172056138e-12	1.69050110788663e-11	chr10	49154724	49188585	-	NA	TMEM273
MSTRG.1307	17125.3031794521	-0.0709410211244614	0.0988455056891132	56.9051949547675	2.69246543468834e-12	1.70836717803516e-11	chr1	47333796	47378839	+	NA	CMPK1
MSTRG.27275	4553.91578875929	0.163598444405819	0.0778685886511488	56.8128653576153	2.81746439616121e-12	1.78720536239672e-11	chr9	134317097	134440585	+	NA	RXRA
MSTRG.5485	12626.7815970644	-0.793707511933012	0.117301326026941	56.8086802720167	2.82326572205428e-12	1.7904110429108e-11	chr11	108116694	108147603	+	NA	ACAT1
MSTRG.6074	2643.02372724085	-0.755540797139083	0.157941537753297	56.7955345056952	2.84156601544496e-12	1.80153931177774e-11	chr12	27022545	27066343	+	NA	MED21
MSTRG.9946	417.565135818521	-0.227153283415614	0.145429218213653	56.7933280123058	2.84464928536368e-12	1.80301672279827e-11	chr15	99257631	99260015	+	NA	HSP90B2P
MSTRG.3892	3952.36622843	-0.553856596988161	0.298334126860969	56.789164278527	2.8504766391263e-12	1.80623216725373e-11	chr10	91628441	91633071	-	NA	PPP1R3C
MSTRG.12136	80.2906900348844	1.89764064797952	0.308845382896067	56.7810169002921	2.86191383731361e-12	1.81299970233629e-11	chr17	39566914	39567559	+	NA	AC009283.1
MSTRG.14417	45295.0570592391	-0.574939848388864	0.118105022602481	56.7770130141872	2.86755124360377e-12	1.81609050725564e-11	chr19	39433136	39435949	-	NA	RPS16
MSTRG.4258	224.53304515919	0.659023100058966	0.181012357050259	56.7751529301484	2.87017398572501e-12	1.81727092179194e-11	chr10	125896563	126009592	+	NA	FANK1
MSTRG.22962	93.0226828125692	1.66558581803687	0.2878989264083	56.7441198196634	2.9142864115751e-12	1.84471325433723e-11	chr6	41101021	41140835	+	NA	ADCY10P1
MSTRG.7936	5410.15561009425	-0.00717497397280629	0.103005896470028	56.7058883312967	2.96956370731763e-12	1.87908288875415e-11	chr14	22920524	22929408	-	NA	PRMT5
MSTRG.26527	3716.06779653903	-0.932593980966357	0.138343305526275	56.7054844982553	2.97015315039441e-12	1.87908288875415e-11	chr9	34634721	34637809	-	NA	SIGMAR1
MSTRG.15723	8134.7562017559	0.29517502634779	0.0775437903067873	56.6964274237859	2.98340380722385e-12	1.88696744764349e-11	chr2	96593169	96642787	-	NA	KANSL3
MSTRG.21159	1077.75286570774	-0.030489795121723	0.197394583579187	56.6953994910396	2.98491141882154e-12	1.88742246725906e-11	chr5	466123	524449	-	NA	PP7080
MSTRG.11840	1025.01678570916	-0.67690608636908	0.148062468439465	56.6748709236115	3.01517946780414e-12	1.90605827708654e-11	chr17	28328324	28335489	-	NA	IFT20
MSTRG.27564	127.564570578679	1.85838246723282	0.250684170906453	56.6502667873497	3.05186108448039e-12	1.92873754365182e-11	chrX	38770330	38800022	+	NA	AF241728.1
MSTRG.3975	4527.38637452044	0.649816905365242	0.0955598055095597	56.6312526042446	3.08051402224296e-12	1.94633215769472e-11	chr10	97713172	97718150	+	NA	MARVELD1
MSTRG.27080	5261.05529038601	-0.488649130143896	0.159796660968282	56.6006321711713	3.12722287194159e-12	1.97532257693256e-11	chr9	123109493	123268601	-	NA	MIR600HG
MSTRG.12107	250.954294719712	-2.17564158974447	0.354406090291889	56.5879758679004	3.14673510738849e-12	1.98712338822587e-11	chr17	37406885	37479725	+	NA	TADA2A
MSTRG.2294	12622.9728859217	-0.907281622112564	0.129478359435273	56.5794214675916	3.15999230018428e-12	1.99496903823392e-11	chr1	156009047	156020951	-	NA	SSR2
MSTRG.573	1671.72795632071	0.695564341471569	0.142941257280679	56.5640489823725	3.18395626707932e-12	2.00956818058728e-11	chr1	3812085	3857396	-	NA	CEP104
MSTRG.14478	75529.8068244973	-0.606590014056212	0.137887858903042	56.5597806721507	3.19064223711494e-12	2.01325741791711e-11	chr19	41860254	41872925	+	NA	NA
MSTRG.17288	1494.45525142784	-0.0168167375746977	0.130486545766066	56.5454843230143	3.21313870835407e-12	2.02691832218774e-11	chr20	46366049	46432985	-	NA	ELMO2
MSTRG.20249	2566.11864555876	-0.889146905539671	0.123572331158368	56.5362509066648	3.22775242517226e-12	2.03560072618317e-11	chr4	25861829	25929874	+	NA	SMIM20
MSTRG.1228	7065.63590442144	-0.0113192446485474	0.123873879139892	56.5346194991089	3.23034134824718e-12	2.03669704910814e-11	chr1	43978942	43991170	+	NA	NA
MSTRG.854	1694.1195005313	0.0172811507682799	0.101687115681015	56.528354886439	3.24030212476047e-12	2.04243944931598e-11	chr1	23778417	23788232	+	NA	PITHD1
MSTRG.18634	329.389981785924	-0.689790717704079	0.144958593891767	56.4924169927663	3.29803963657979e-12	2.07778116457318e-11	chr3	32238678	32370321	+	NA	CMTM8
MSTRG.23879	240.344107390205	-0.310869830561977	0.252670159645418	56.4923756418178	3.29810665937638e-12	2.07778116457318e-11	chr7	879789	886547	-	NA	AC073957.3
MSTRG.7887	6515.3857589364	-0.531876983170637	0.179907999108719	56.424649646511	3.40972612474364e-12	2.14753555452686e-11	chr14	20311367	20333312	-	NA	CCNB1IP1
MSTRG.1124	2918.3188731405	0.67806280040649	0.143184660392945	56.4137356692354	3.4280634100373e-12	2.15851712902322e-11	chr1	37860696	37947057	-	NA	INPP5B
MSTRG.23556	1388.16086186483	1.09234182655492	0.154320062070116	56.4017154767159	3.44837338731278e-12	2.17073473008917e-11	chr6	133240597	133532128	+	NA	EYA4
MSTRG.6535	6038.41856211516	-0.706420278265355	0.111498734175534	56.3911889315447	3.46625836094103e-12	2.18141978215753e-11	chr12	57055642	57088063	-	NA	NEMP1
MSTRG.22937	7062.61592071995	0.882099438968342	0.140289679029202	56.3725255084682	3.49819637001651e-12	2.20094089007923e-11	chr6	37433218	37482827	+	NA	CMTR1
MSTRG.9479	1150.93359999812	-0.00258900987955884	0.161637904355853	56.3691796706466	3.50395298511725e-12	2.20398366644648e-11	chr15	66702235	66782849	+	NA	SMAD6
ENSG00000262152.7	56.0685577523197	-0.0525458941970279	0.31054104058384	56.3668901667288	3.50789760052461e-12	2.20588539764082e-11	chr16	2988255	3002016	+	NA	LINC00514
MSTRG.5385	317.766498498071	-0.717985768486576	0.180136022733608	56.3267168572423	3.57783934156748e-12	2.24927647343594e-11	chr11	94188448	94188997	-	NA	AP002784.2
MSTRG.1660	1147.25084727965	-0.387212990540983	0.132595759200159	56.3192882091163	3.59092448209804e-12	2.25691017449658e-11	chr1	89104284	89104767	-	NA	PTGES3P1
MSTRG.3676	4101.55501458297	-0.560235850657214	0.134032298446375	56.2977390669535	3.62915328781749e-12	2.27982100101693e-11	chr10	71964394	72013558	+	NA	CHST3
MSTRG.24199	6813.80064099198	-0.665415385257367	0.0984185900807663	56.2976671363593	3.6292815734889e-12	2.27982100101693e-11	chr7	38722973	38932394	-	NA	VPS41
MSTRG.6392	43.1514526985329	5.40202405020518	0.790717310160335	56.2611581446344	3.69498247360988e-12	2.32048387917813e-11	chr12	52079703	52108261	+	NA	SMIM41
MSTRG.14311	4218.42759531817	-0.845027411425989	0.136144744652329	56.245495593875	3.72353161222903e-12	2.3377998947676e-11	chr19	35154729	35169881	+	NA	FXYD5
MSTRG.2421	18.5412404674439	-4.25540437574697	0.830768808041068	56.1743141330009	3.85608161197208e-12	2.42038611481739e-11	chr1	164680084	164680799	+	NA	AL391001.1
MSTRG.12172	26468.2535484748	0.931111791906662	0.164384515126219	56.162006868752	3.87947301491846e-12	2.43443031486471e-11	chr17	41812679	41823213	+	NA	FKBP10
MSTRG.7171	2079.37803195449	-0.832570628256899	0.130974803522121	56.1614329369034	3.88056729392672e-12	2.43447902594627e-11	chr12	121712751	121783001	+	NA	TMEM120B
MSTRG.9241	6172.78937079678	-0.261916946900146	0.09589322024094	56.1303278656503	3.94033704047164e-12	2.47132820249172e-11	chr15	50552472	50686797	-	NA	TRPM7
MSTRG.8286	25134.9352028845	-0.444795464809038	0.0925939118924643	56.1238985780909	3.95280546758687e-12	2.47849907637694e-11	chr14	55559071	55701526	+	NA	KTN1
MSTRG.21717	3116.97188512602	-0.88206956362188	0.182733090681152	56.1217838868418	3.9569151356935e-12	2.4804264355842e-11	chr5	90471747	90514557	+	NA	POLR3G
MSTRG.25825	473.512319669494	-0.325900478787633	0.17115973724927	56.1164196899903	3.96735902201102e-12	2.48632240620455e-11	chr8	89585871	89757812	-	NA	AF117829.1
MSTRG.22964	343.05885777365	1.21277719769735	0.161111934564645	56.1063788805632	3.98698219528182e-12	2.49796639581943e-11	chr6	41770175	41786542	-	NA	FRS3
MSTRG.8263	5378.38913355315	-0.328621783189812	0.1061103785027	56.0885618111424	4.02204191592299e-12	2.51927323355197e-11	chr14	55027229	55049489	+	NA	SOCS4
MSTRG.13773	288.105270824176	0.439854160314556	0.243179457002377	56.0795404594043	4.03991110152394e-12	2.5298041641499e-11	chr19	6375147	6379058	-	NA	PSPN
MSTRG.26779	6809.62144286975	-0.661229503445659	0.1194455963146	56.0542086802732	4.09051274344221e-12	2.56082138965927e-11	chr9	92000086	92115413	-	NA	SPTLC1
MSTRG.2977	3975.17481510899	0.406407285448616	0.0947034195187455	56.0465310823089	4.10597389213689e-12	2.56982882438865e-11	chr1	229440258	229508341	-	NA	NUP133
MSTRG.21875	8558.50939234816	-0.371734495149056	0.104463982669061	56.0408354939799	4.11748139084986e-12	2.5763577053904e-11	chr5	112976701	113022195	+	NA	DCP2
MSTRG.1523	45647.9651579233	-0.10723191080746	0.126944522439831	56.0401669010459	4.11883434362884e-12	2.57653101338914e-11	chr1	64833222	65067754	-	NA	NA
MSTRG.17440	576.607203176726	0.832227501739081	0.180903509358901	56.0393586183937	4.12047056327775e-12	2.5768813817772e-11	chr20	63861211	63864293	-	NA	AL118506.1
MSTRG.9995	226.998685620013	1.33038652082527	0.243148244529713	56.0262077985352	4.14718342829988e-12	2.59291003587648e-11	chr16	712580	714980	+	NA	NA
MSTRG.8092	2370.19230560018	0.0125337063532843	0.0997986839443875	56.0197550426473	4.16035394297112e-12	2.60046555777568e-11	chr14	35044906	35113130	+	NA	FAM177A1
ENSG00000234362.6	14.4619871116754	7.2842846714483	1.29706954618558	56.0098333101597	4.18068647067843e-12	2.61249264683887e-11	chr2	41931598	41933909	-	NA	LINC01914
MSTRG.22726	6443.51921776868	0.890143519716225	0.121413272507685	55.9736834316254	4.25561182647071e-12	2.6586193789895e-11	chr6	26365158	26378320	+	NA	BTN3A2
MSTRG.1919	1167.30239912053	-0.833426693499118	0.144584292790312	55.9669155834583	4.26978749582182e-12	2.66677963940921e-11	chr1	113894193	113905201	-	NA	AP4B1
MSTRG.28243	217.182711429453	-1.51000924764781	0.304220939027642	55.9631027412861	4.27779449747088e-12	2.67108388621741e-11	chrX	152914441	152973480	+	NA	ZNF185
MSTRG.19084	761.279497010133	0.893596226988029	0.132993590763972	55.951448911563	4.30236078616264e-12	2.68572292454251e-11	chr3	67654668	67947713	+	NA	SUCLG2-AS1
MSTRG.27204	2418.90695501192	-0.413275027600249	0.1515948337779	55.9454583223659	4.31504377080488e-12	2.69293818440692e-11	chr9	129575116	129636135	+	NA	NA
MSTRG.16802	1592.10705177734	0.516907948769145	0.166373742758796	55.8906445539084	4.43284186219499e-12	2.76573296592291e-11	chr2	241551423	241574850	+	NA	BOK
ENSG00000205293.5	9.42524482348164	-4.97496123348175	1.35722041916641	55.8852635917445	4.44457770291965e-12	2.77233283860677e-11	chr8	57855499	57984126	+	NA	LINC01602
MSTRG.18514	1802.99595461597	-0.912847041608352	0.126529064903768	55.872344330943	4.47288144787105e-12	2.78926091538334e-11	chr3	14112076	14124870	-	NA	CHCHD4
MSTRG.27250	428.405688160948	0.488771402919711	0.158583103718022	55.8707650008636	4.47635380526073e-12	2.79069951108497e-11	chr9	132878026	132890201	+	NA	SPACA9
ENSG00000173320.12	8.85159395879967	6.32500438689552	1.3417958267704	55.8616361759327	4.49647753868172e-12	2.80251564657138e-11	chr4	183797691	184023526	+	NA	STOX2
ENSG00000251365.4	197.378871816515	1.0213641560463	0.199312141192654	55.8482570854527	4.52613409387161e-12	2.82026560010017e-11	chr5	6765890	6833120	+	NA	LINC02236
MSTRG.15229	1589.75725594587	-0.637586568207836	0.156709410278896	55.8445125148719	4.53446939518216e-12	2.82472435320062e-11	chr2	41819746	41820754	+	NA	LDHAP3
MSTRG.18071	18720.5804912403	0.534821067622474	0.0824626017299541	55.8118488840154	4.60783128465944e-12	2.86967822997282e-11	chr22	30969244	30979395	+	NA	TUG1
ENSG00000112320.12	113.485606986706	1.51707076777798	0.335385134250458	55.8039573823981	4.62573262918976e-12	2.88007783511644e-11	chr6	107490105	107661306	+	NA	SOBP
MSTRG.19526	2130.84277682453	0.563021926066251	0.109717667378822	55.7983977568763	4.63838598356877e-12	2.88720537464356e-11	chr3	141487026	141615344	+	NA	RASA2
MSTRG.10267	2097.24675614114	0.782023842621365	0.136336014386416	55.7863675912369	4.6658844069627e-12	2.90356725595449e-11	chr16	10944563	11182192	+	NA	CLEC16A
MSTRG.18908	568.940558460675	-0.522587578810518	0.194731718396443	55.7607887546548	4.7248949133559e-12	2.93952542466148e-11	chr3	50606488	50611774	-	NA	CISH
ENSG00000237206.1	17.1576258887065	2.10059725178973	0.504648776486555	55.7557476694276	4.73661240769406e-12	2.946049888692e-11	chrX	43278124	43279658	-	NA	IMPDH1P4
MSTRG.3425	5054.5261593839	1.01791071175419	0.138571479757596	55.7492684856731	4.75171527634514e-12	2.95467603239057e-11	chr10	38010649	38065088	+	NA	ZNF33A
MSTRG.12518	8113.16143569637	-0.0725969082231617	0.12366453479307	55.7443458584076	4.76322200188694e-12	2.96106215101726e-11	chr17	54899386	54961956	+	NA	NA
MSTRG.18261	3967.1278921474	0.710934818313525	0.157214797859379	55.743669307733	4.76480562578517e-12	2.96127784882045e-11	chr22	41367332	41399326	+	NA	TEF
MSTRG.6086	2334.08203126146	-0.504423734836473	0.136050539041766	55.7408907105411	4.77131509755495e-12	2.96455400430853e-11	chr12	27243967	27325959	+	NA	STK38L
MSTRG.18894	2034.45859754475	0.710659631471303	0.125722198749132	55.7343333121749	4.78671249552719e-12	2.97334934936172e-11	chr3	49689537	49721529	+	NA	RNF123
MSTRG.5477	230.458875474661	-0.969999270470988	0.190397619433769	55.6969662970521	4.87540634993055e-12	3.02765768815967e-11	chr11	107967070	107968145	+	NA	NA
MSTRG.21989	1748.40890497135	-0.286885023198172	0.11464592075479	55.6911585085837	4.88933834985244e-12	3.03552232630455e-11	chr5	132369709	132395613	+	NA	SLC22A5
MSTRG.11490	3085.15341972555	-0.721806627824195	0.129648714348471	55.6894397950509	4.89346890611444e-12	3.03729928527259e-11	chr17	4937129	4940053	-	NA	SLC25A11
MSTRG.15200	42030.8177281502	0.121366313255022	0.138363985548378	55.6782874448828	4.92035602919582e-12	3.05319630668886e-11	chr2	38481850	38482804	+	NA	RPLP0P6
MSTRG.22097	2050.26147246418	-0.68044668589962	0.14861194120782	55.6772018593253	4.92298113197475e-12	3.05403383902247e-11	chr5	140175155	140282052	+	NA	CYSTM1
MSTRG.8155	3275.28261982249	0.164399695909263	0.0897486214325443	55.6763014777711	4.92515944652937e-12	3.05459383855458e-11	chr14	45084106	45116282	+	NA	PRPF39
MSTRG.14253	790.663181205187	-0.8649648507968	0.145502832013963	55.6711321576485	4.93768435952198e-12	3.06156886776575e-11	chr19	29811990	29824312	+	NA	CCNE1
ENSG00000236255.2	161.722052015878	1.35977742029147	0.306837735279887	55.6554812952662	4.97579975495721e-12	3.08367549756852e-11	chr2	117833936	117841658	+	NA	AC009404.1
